date,state,prison_name,prison_population,male_prisoners,female_prisoners,young_prisoners,middle_prisoners,old_prisoners,drug_crimes,violent_crimes,property_crimes,other_crimes
2021-08-31,Kedah,Alor Star Prison,1101,1028,73,504,439,158,626,148,159,168
2021-08-31,Pahang,Bentong Prison,964,900,64,441,385,138,548,129,140,147
2021-08-31,Pahang,Penor Prison,1655,1546,109,758,661,236,942,222,240,251
2021-08-31,Penang,Penang Prison,791,739,52,362,316,113,450,106,114,121
2021-08-31,Penang,Seberang Prai Prison,780,728,52,357,311,112,444,104,113,119
2021-08-31,Melaka,Ayer Keroh Prison,298,278,20,136,119,43,169,40,43,46
2021-08-31,Melaka,Sungai Udang Prison,366,342,24,167,146,53,208,49,53,56
2021-08-31,Melaka,Banda Hilir Prison,383,357,26,175,153,55,218,51,55,59
2021-08-31,Negeri Sembilan,Seremban Prison,379,354,25,173,151,55,215,51,55,58
2021-08-31,Negeri Sembilan,Jelebu Prison,406,379,27,185,162,59,231,54,58,63
2021-08-31,Kelantan,Pengkalan Chepa Prison,261,243,18,119,104,38,148,35,37,41
2021-08-31,Terengganu,Marang Prison,261,243,18,119,104,38,148,35,37,41
2021-09-30,Selangor,Sungai Buloh Prison,8597,7976,621,4274,3487,836,5210,1538,1083,766
2021-09-30,Selangor,Kajang Prison,3582,3323,259,1781,1453,348,2171,640,451,320
2021-09-30,Selangor,Kajang Women's Prison,2150,0,2150,1069,872,209,1303,384,270,193
2021-09-30,Sarawak,Puncak Borneo Prison,1832,1699,133,910,743,179,1110,327,230,165
2021-09-30,Sarawak,Sibu Prison,1535,1424,111,763,622,150,930,274,193,138
2021-09-30,Sarawak,Miri Prison,1937,1797,140,963,785,189,1174,346,244,173
2021-09-30,Sarawak,Bintulu Prison,865,802,63,430,350,85,524,154,109,78
2021-09-30,Sarawak,Sri Aman Prison,1486,1378,108,738,602,146,900,265,187,134
2021-09-30,Sarawak,Limbang Prison,1557,1444,113,774,631,152,943,278,196,140
2021-09-30,Johor,Simpang Renggam Prison,3499,3246,253,1739,1419,341,2120,626,440,313
2021-09-30,Johor,Kluang Prison,4689,4350,339,2331,1902,456,2842,839,590,418
2021-09-30,Sabah,Kota Kinabalu Prison,1615,1498,117,803,655,157,978,289,203,145
2021-09-30,Sabah,Kota Kinabalu Women's Prison,1874,0,1874,931,760,183,1135,335,236,168
2021-09-30,Sabah,Tawau Prison,1536,1425,111,763,623,150,930,274,193,139
2021-09-30,Sabah,Sandakan Prison,1116,1035,81,554,452,110,676,199,140,101
2021-09-30,Perak,Taiping Prison,2047,1899,148,1017,830,200,1240,366,257,184
2021-09-30,Perak,Tapah Prison,1432,1328,104,712,580,140,867,256,180,129
2021-09-30,Perak,Kamunting Detention Centre,615,570,45,305,249,61,372,110,77,56
2021-09-30,Kedah,Pokok Sena Prison,966,896,70,480,391,95,585,172,121,88
2021-09-30,Kedah,Sungai Petani Prison,1039,963,76,516,421,102,629,185,130,95
2021-09-30,Kedah,Alor Star Prison,1065,988,77,529,432,104,645,190,134,96
2021-09-30,Pahang,Bentong Prison,1202,1115,87,597,487,118,728,215,151,108
2021-09-30,Pahang,Penor Prison,1356,1258,98,674,550,132,821,242,170,123
2021-09-30,Penang,Penang Prison,793,735,58,394,321,78,480,141,99,73
2021-09-30,Penang,Seberang Prai Prison,742,688,54,368,301,73,449,132,93,68
2021-09-30,Melaka,Ayer Keroh Prison,322,298,24,160,130,32,195,57,40,30
2021-09-30,Melaka,Sungai Udang Prison,399,370,29,198,161,40,241,71,50,37
2021-09-30,Melaka,Banda Hilir Prison,302,280,22,150,122,30,183,54,38,27
2021-09-30,Negeri Sembilan,Seremban Prison,408,378,30,202,165,41,247,73,51,37
2021-09-30,Negeri Sembilan,Jelebu Prison,359,333,26,178,145,36,217,64,45,33
2021-09-30,Kelantan,Pengkalan Chepa Prison,255,236,19,126,103,26,154,45,32,24
2021-09-30,Terengganu,Marang Prison,255,236,19,126,103,26,154,45,32,24
2021-10-31,Selangor,Sungai Buloh Prison,8437,7855,582,4068,3045,1324,5042,1344,1035,1016
2021-10-31,Selangor,Kajang Prison,3515,3272,243,1694,1268,553,2100,560,431,424
2021-10-31,Selangor,Kajang Women's Prison,2110,0,2110,1017,761,332,1260,336,258,256
2021-10-31,Sarawak,Puncak Borneo Prison,1414,1316,98,681,510,223,845,225,173,171
2021-10-31,Sarawak,Sibu Prison,1373,1278,95,662,495,216,820,218,168,167
2021-10-31,Sarawak,Miri Prison,2031,1890,141,979,733,319,1213,323,249,246
2021-10-31,Sarawak,Bintulu Prison,2187,2036,151,1054,789,344,1306,348,268,265
2021-10-31,Sarawak,Sri Aman Prison,1040,968,72,501,375,164,621,165,127,127
2021-10-31,Sarawak,Limbang Prison,994,925,69,479,358,157,594,158,122,120
2021-10-31,Johor,Simpang Renggam Prison,4578,4262,316,2207,1652,719,2735,729,561,553
2021-10-31,Johor,Kluang Prison,3457,3218,239,1666,1247,544,2065,550,424,418
2021-10-31,Sabah,Kota Kinabalu Prison,1299,1209,90,626,468,205,776,207,159,157
2021-10-31,Sabah,Kota Kinabalu Women's Prison,1606,0,1606,774,579,253,959,255,197,195
2021-10-31,Sabah,Tawau Prison,1678,1562,116,809,605,264,1002,267,205,204
2021-10-31,Sabah,Sandakan Prison,1443,1343,100,695,520,228,862,229,177,175
2021-10-31,Perak,Taiping Prison,2008,1869,139,968,724,316,1200,319,246,243
2021-10-31,Perak,Tapah Prison,1405,1308,97,677,507,221,839,223,172,171
2021-10-31,Perak,Kamunting Detention Centre,604,562,42,291,218,95,360,96,74,74
2021-10-31,Kedah,Pokok Sena Prison,1122,1044,78,540,404,178,670,178,137,137
2021-10-31,Kedah,Sungai Petani Prison,950,884,66,458,342,150,567,151,116,116
2021-10-31,Kedah,Alor Star Prison,941,876,65,453,339,149,562,149,115,115
2021-10-31,Pahang,Bentong Prison,1251,1164,87,603,451,197,747,199,153,152
2021-10-31,Pahang,Penor Prison,1260,1173,87,607,454,199,753,200,154,153
2021-10-31,Penang,Penang Prison,695,647,48,335,250,110,415,110,85,85
2021-10-31,Penang,Seberang Prai Prison,811,755,56,391,292,128,484,129,99,99
2021-10-31,Melaka,Ayer Keroh Prison,374,348,26,180,134,60,223,59,45,47
2021-10-31,Melaka,Sungai Udang Prison,335,311,24,161,120,54,200,53,41,41
2021-10-31,Melaka,Banda Hilir Prison,295,274,21,142,106,47,176,47,36,36
2021-10-31,Negeri Sembilan,Seremban Prison,347,323,24,167,125,55,207,55,42,43
2021-10-31,Negeri Sembilan,Jelebu Prison,406,378,28,195,146,65,242,64,49,51
2021-10-31,Kelantan,Pengkalan Chepa Prison,251,233,18,121,90,40,150,39,30,32
2021-10-31,Terengganu,Marang Prison,251,233,18,121,90,40,150,39,30,32
2021-11-30,Selangor,Sungai Buloh Prison,8648,8177,471,4107,3380,1161,5232,1533,1090,793
2021-11-30,Selangor,Kajang Prison,3603,3406,197,1711,1408,484,2180,638,454,331
2021-11-30,Selangor,Kajang Women's Prison,2163,0,2163,1027,845,291,1308,383,272,200
2021-11-30,Sarawak,Puncak Borneo Prison,851,804,47,404,332,115,514,150,107,80
2021-11-30,Sarawak,Sibu Prison,1501,1419,82,712,586,203,908,266,189,138
2021-11-30,Sarawak,Miri Prison,1760,1664,96,836,688,236,1064,312,221,163
2021-11-30,Sarawak,Bintulu Prison,1318,1246,72,626,515,177,797,233,166,122
2021-11-30,Sarawak,Sri Aman Prison,2055,1943,112,976,803,276,1243,364,259,189
2021-11-30,Sarawak,Limbang Prison,1781,1684,97,846,696,239,1077,315,224,165
2021-11-30,Johor,Simpang Renggam Prison,4267,4034,233,2026,1668,573,2581,756,538,392
2021-11-30,Johor,Kluang Prison,3969,3752,217,1885,1551,533,2401,703,500,365
2021-11-30,Sabah,Kota Kinabalu Prison,1634,1545,89,776,638,220,988,289,206,151
2021-11-30,Sabah,Kota Kinabalu Women's Prison,1366,0,1366,648,534,184,826,242,172,126
2021-11-30,Sabah,Tawau Prison,1855,1754,101,881,725,249,1122,328,233,172
2021-11-30,Sabah,Sandakan Prison,1322,1250,72,627,516,179,799,234,166,123
2021-11-30,Perak,Taiping Prison,2059,1946,113,978,804,277,1245,365,259,190
2021-11-30,Perak,Tapah Prison,1441,1362,79,684,563,194,871,255,181,134
2021-11-30,Perak,Kamunting Detention Centre,618,584,34,293,241,84,373,109,77,59
2021-11-30,Kedah,Pokok Sena Prison,1229,1162,67,583,480,166,743,217,154,115
2021-11-30,Kedah,Sungai Petani Prison,994,939,55,472,388,134,601,176,125,92
2021-11-30,Kedah,Alor Star Prison,865,817,48,410,338,117,523,153,109,80
2021-11-30,Pahang,Bentong Prison,1180,1115,65,560,461,159,713,209,148,110
2021-11-30,Pahang,Penor Prison,1393,1317,76,661,544,188,842,247,175,129
2021-11-30,Penang,Penang Prison,757,715,42,359,295,103,458,134,95,70
2021-11-30,Penang,Seberang Prai Prison,787,744,43,373,307,107,476,139,99,73
2021-11-30,Melaka,Ayer Keroh Prison,445,420,25,211,173,61,269,78,56,42
2021-11-30,Melaka,Sungai Udang Prison,328,310,18,155,128,45,198,58,41,31
2021-11-30,Melaka,Banda Hilir Prison,256,242,14,121,100,35,154,45,32,25
2021-11-30,Negeri Sembilan,Seremban Prison,390,368,22,185,152,53,235,69,49,37
2021-11-30,Negeri Sembilan,Jelebu Prison,382,361,21,181,149,52,231,67,48,36
2021-11-30,Kelantan,Pengkalan Chepa Prison,257,243,14,122,100,35,155,45,32,25
2021-11-30,Terengganu,Marang Prison,257,243,14,122,100,35,155,45,32,25
2021-12-31,Selangor,Sungai Buloh Prison,8827,8265,562,4246,3480,1101,4873,1150,1090,1714
2021-12-31,Selangor,Kajang Prison,3678,3444,234,1769,1450,459,2030,479,454,715
2021-12-31,Selangor,Kajang Women's Prison,2208,0,2208,1062,870,276,1219,287,272,430
2021-12-31,Sarawak,Puncak Borneo Prison,1831,1714,117,880,721,230,1010,238,226,357
2021-12-31,Sarawak,Sibu Prison,1544,1445,99,742,608,194,852,201,190,301
2021-12-31,Sarawak,Miri Prison,893,836,57,429,352,112,493,116,110,174
2021-12-31,Sarawak,Bintulu Prison,1911,1789,122,919,753,239,1055,249,236,371
2021-12-31,Sarawak,Sri Aman Prison,1708,1599,109,821,673,214,942,222,210,334
2021-12-31,Sarawak,Limbang Prison,1571,1471,100,755,619,197,867,204,194,306
2021-12-31,Johor,Simpang Renggam Prison,4318,4043,275,2077,1702,539,2383,562,533,840
2021-12-31,Johor,Kluang Prison,4089,3828,261,1967,1612,510,2257,533,504,795
2021-12-31,Sabah,Kota Kinabalu Prison,1687,1579,108,811,665,211,931,219,208,329
2021-12-31,Sabah,Kota Kinabalu Women's Prison,1972,0,1972,948,777,247,1088,257,243,384
2021-12-31,Sabah,Tawau Prison,871,815,56,419,343,109,480,113,107,171
2021-12-31,Sabah,Sandakan Prison,1775,1662,113,853,699,223,979,231,219,346
2021-12-31,Perak,Taiping Prison,2101,1967,134,1010,828,263,1159,273,259,410
2021-12-31,Perak,Tapah Prison,1471,1377,94,707,579,185,812,191,181,287
2021-12-31,Perak,Kamunting Detention Centre,631,590,41,303,248,80,348,82,77,124
2021-12-31,Kedah,Pokok Sena Prison,870,814,56,418,343,109,480,113,107,170
2021-12-31,Kedah,Sungai Petani Prison,1095,1025,70,526,431,138,604,142,135,214
2021-12-31,Kedah,Alor Star Prison,1187,1111,76,571,468,148,655,154,146,232
2021-12-31,Pahang,Bentong Prison,1470,1376,94,707,579,184,811,191,181,287
2021-12-31,Pahang,Penor Prison,1157,1083,74,556,456,145,638,150,142,227
2021-12-31,Penang,Penang Prison,923,864,59,444,363,116,509,120,113,181
2021-12-31,Penang,Seberang Prai Prison,653,611,42,314,257,82,360,85,80,128
2021-12-31,Melaka,Ayer Keroh Prison,365,341,24,175,143,47,201,47,45,72
2021-12-31,Melaka,Sungai Udang Prison,286,267,19,137,112,37,157,37,35,57
2021-12-31,Melaka,Banda Hilir Prison,399,373,26,191,157,51,220,52,49,78
2021-12-31,Negeri Sembilan,Seremban Prison,438,410,28,210,172,56,241,57,54,86
2021-12-31,Negeri Sembilan,Jelebu Prison,350,327,23,168,137,45,193,45,43,69
2021-12-31,Kelantan,Pengkalan Chepa Prison,262,245,17,126,103,33,144,34,32,52
2021-12-31,Terengganu,Marang Prison,262,245,17,126,103,33,144,34,32,52
2022-01-31,Selangor,Sungai Buloh Prison,8820,8208,612,4004,3549,1267,5197,1465,1421,737
2022-01-31,Selangor,Kajang Prison,3675,3420,255,1668,1478,529,2165,610,592,308
2022-01-31,Selangor,Kajang Women's Prison,2205,0,2205,1001,887,317,1299,366,355,185
2022-01-31,Sarawak,Puncak Borneo Prison,964,897,67,437,387,140,568,160,155,81
2022-01-31,Sarawak,Sibu Prison,1934,1799,135,878,778,278,1139,321,311,163
2022-01-31,Sarawak,Miri Prison,1593,1482,111,723,641,229,938,264,256,135
2022-01-31,Sarawak,Bintulu Prison,1407,1309,98,638,566,203,829,233,226,119
2022-01-31,Sarawak,Sri Aman Prison,1813,1687,126,823,729,261,1068,301,292,152
2022-01-31,Sarawak,Limbang Prison,1739,1618,121,789,699,251,1024,288,280,147
2022-01-31,Johor,Simpang Renggam Prison,4333,4032,301,1967,1743,623,2553,719,698,363
2022-01-31,Johor,Kluang Prison,4067,3785,282,1846,1636,585,2396,675,655,341
2022-01-31,Sabah,Kota Kinabalu Prison,1586,1476,110,720,638,228,934,263,255,134
2022-01-31,Sabah,Kota Kinabalu Women's Prison,1146,0,1146,520,461,165,675,190,184,97
2022-01-31,Sabah,Tawau Prison,1709,1590,119,775,687,247,1007,283,275,144
2022-01-31,Sabah,Sandakan Prison,1859,1730,129,844,748,267,1095,308,299,157
2022-01-31,Perak,Taiping Prison,2100,1954,146,953,845,302,1237,348,338,177
2022-01-31,Perak,Tapah Prison,1470,1368,102,667,591,212,866,244,236,124
2022-01-31,Perak,Kamunting Detention Centre,630,586,44,286,253,91,371,104,101,54
2022-01-31,Kedah,Pokok Sena Prison,1149,1069,80,521,462,166,677,190,185,97
2022-01-31,Kedah,Sungai Petani Prison,934,869,65,424,375,135,550,155,150,79
2022-01-31,Kedah,Alor Star Prison,1067,993,74,484,429,154,628,177,171,91
2022-01-31,Pahang,Bentong Prison,1476,1373,103,670,593,213,869,245,237,125
2022-01-31,Pahang,Penor Prison,1149,1069,80,521,462,166,677,190,185,97
2022-01-31,Penang,Penang Prison,815,758,57,370,327,118,480,135,131,69
2022-01-31,Penang,Seberang Prai Prison,760,707,53,345,305,110,447,126,122,65
2022-01-31,Melaka,Ayer Keroh Prison,322,299,23,146,129,47,189,53,51,29
2022-01-31,Melaka,Sungai Udang Prison,374,348,26,169,150,55,220,62,60,32
2022-01-31,Melaka,Banda Hilir Prison,354,329,25,160,142,52,208,58,57,31
2022-01-31,Negeri Sembilan,Seremban Prison,354,329,25,160,142,52,208,58,57,31
2022-01-31,Negeri Sembilan,Jelebu Prison,433,402,31,196,174,63,255,71,69,38
2022-01-31,Kelantan,Pengkalan Chepa Prison,262,243,19,118,105,39,154,43,42,23
2022-01-31,Terengganu,Marang Prison,262,243,19,118,105,39,154,43,42,23
2022-02-28,Selangor,Sungai Buloh Prison,9181,8469,712,4379,3412,1390,5056,1512,1276,1337
2022-02-28,Selangor,Kajang Prison,3825,3528,297,1824,1421,580,2106,630,531,558
2022-02-28,Selangor,Kajang Women's Prison,2297,0,2297,1095,853,349,1265,378,319,335
2022-02-28,Sarawak,Puncak Borneo Prison,2240,2066,174,1068,832,340,1233,369,311,327
2022-02-28,Sarawak,Sibu Prison,1361,1255,106,649,505,207,749,224,189,199
2022-02-28,Sarawak,Miri Prison,1307,1205,102,623,485,199,719,215,181,192
2022-02-28,Sarawak,Bintulu Prison,1161,1070,91,553,431,177,639,191,161,170
2022-02-28,Sarawak,Sri Aman Prison,1997,1842,155,952,742,303,1099,329,277,292
2022-02-28,Sarawak,Limbang Prison,1771,1633,138,844,658,269,975,291,246,259
2022-02-28,Johor,Simpang Renggam Prison,4697,4332,365,2240,1745,712,2586,773,653,685
2022-02-28,Johor,Kluang Prison,4047,3733,314,1930,1504,613,2228,666,562,591
2022-02-28,Sabah,Kota Kinabalu Prison,1604,1479,125,765,596,243,883,264,223,234
2022-02-28,Sabah,Kota Kinabalu Women's Prison,1579,0,1579,753,586,240,869,260,219,231
2022-02-28,Sabah,Tawau Prison,1949,1797,152,929,724,296,1073,321,270,285
2022-02-28,Sabah,Sandakan Prison,1426,1315,111,680,529,217,785,234,198,209
2022-02-28,Perak,Taiping Prison,2186,2016,170,1042,812,332,1203,360,303,320
2022-02-28,Perak,Tapah Prison,1530,1411,119,729,568,233,842,252,212,224
2022-02-28,Perak,Kamunting Detention Centre,656,605,51,312,243,101,361,108,91,96
2022-02-28,Kedah,Pokok Sena Prison,1165,1074,91,555,432,178,641,191,161,172
2022-02-28,Kedah,Sungai Petani Prison,937,864,73,446,348,143,516,154,130,137
2022-02-28,Kedah,Alor Star Prison,1177,1085,92,561,437,179,648,193,163,173
2022-02-28,Pahang,Bentong Prison,1450,1337,113,691,538,221,798,238,201,213
2022-02-28,Pahang,Penor Prison,1282,1182,100,611,476,195,706,211,178,187
2022-02-28,Penang,Penang Prison,799,737,62,381,296,122,440,131,111,117
2022-02-28,Penang,Seberang Prai Prison,840,774,66,400,312,128,462,138,116,124
2022-02-28,Melaka,Ayer Keroh Prison,335,309,26,159,124,52,184,55,46,50
2022-02-28,Melaka,Sungai Udang Prison,371,342,29,176,137,58,204,61,51,55
2022-02-28,Melaka,Banda Hilir Prison,387,356,31,184,143,60,213,63,53,58
2022-02-28,Negeri Sembilan,Seremban Prison,419,386,33,199,155,65,230,69,58,62
2022-02-28,Negeri Sembilan,Jelebu Prison,400,368,32,190,148,62,220,65,55,60
2022-02-28,Kelantan,Pengkalan Chepa Prison,273,251,22,130,101,42,150,44,37,42
2022-02-28,Terengganu,Marang Prison,273,251,22,130,101,42,150,44,37,42
2022-03-31,Selangor,Sungai Buloh Prison,9121,8490,631,4487,3475,1159,5352,1324,1301,1144
2022-03-31,Selangor,Kajang Prison,3800,3537,263,1869,1447,484,2230,551,542,477
2022-03-31,Selangor,Kajang Women's Prison,2282,0,2282,1122,869,291,1339,331,325,287
2022-03-31,Sarawak,Puncak Borneo Prison,1561,1453,108,768,594,199,916,226,222,197
2022-03-31,Sarawak,Sibu Prison,1669,1553,116,821,635,213,979,242,238,210
2022-03-31,Sarawak,Miri Prison,1524,1418,106,749,580,195,894,221,217,192
2022-03-31,Sarawak,Bintulu Prison,1326,1234,92,652,505,169,778,192,189,167
2022-03-31,Sarawak,Sri Aman Prison,1426,1327,99,701,543,182,836,207,203,180
2022-03-31,Sarawak,Limbang Prison,2267,2110,157,1115,863,289,1330,329,323,285
2022-03-31,Johor,Simpang Renggam Prison,4381,4077,304,2155,1669,557,2571,635,625,550
2022-03-31,Johor,Kluang Prison,4306,4008,298,2118,1640,548,2527,625,614,540
2022-03-31,Sabah,Kota Kinabalu Prison,1547,1439,108,761,589,197,907,224,220,196
2022-03-31,Sabah,Kota Kinabalu Women's Prison,1618,0,1618,796,616,206,949,234,230,205
2022-03-31,Sabah,Tawau Prison,1368,1273,95,673,521,174,802,198,195,173
2022-03-31,Sabah,Sandakan Prison,1982,1844,138,975,755,252,1163,287,282,250
2022-03-31,Perak,Taiping Prison,2171,2020,151,1068,827,276,1274,315,309,273
2022-03-31,Perak,Tapah Prison,1520,1414,106,747,579,194,892,220,216,192
2022-03-31,Perak,Kamunting Detention Centre,652,606,46,320,248,84,382,94,93,83
2022-03-31,Kedah,Pokok Sena Prison,786,731,55,386,299,101,461,114,112,99
2022-03-31,Kedah,Sungai Petani Prison,1145,1065,80,563,436,146,671,166,163,145
2022-03-31,Kedah,Alor Star Prison,1326,1234,92,652,505,169,778,192,189,167
2022-03-31,Pahang,Bentong Prison,1289,1199,90,634,491,164,756,187,183,163
2022-03-31,Pahang,Penor Prison,1425,1326,99,701,542,182,836,206,203,180
2022-03-31,Penang,Penang Prison,855,795,60,420,325,110,501,124,122,108
2022-03-31,Penang,Seberang Prai Prison,773,719,54,380,294,99,453,112,110,98
2022-03-31,Melaka,Ayer Keroh Prison,362,336,26,178,137,47,212,52,51,47
2022-03-31,Melaka,Sungai Udang Prison,428,398,30,210,163,55,251,62,61,54
2022-03-31,Melaka,Banda Hilir Prison,295,274,21,145,112,38,173,42,42,38
2022-03-31,Negeri Sembilan,Seremban Prison,383,356,27,188,145,50,224,55,54,50
2022-03-31,Negeri Sembilan,Jelebu Prison,431,401,30,212,164,55,252,62,61,56
2022-03-31,Kelantan,Pengkalan Chepa Prison,271,252,19,133,103,35,159,39,38,35
2022-03-31,Terengganu,Marang Prison,271,252,19,133,103,35,159,39,38,35
2022-04-30,Selangor,Sungai Buloh Prison,9262,8638,624,4385,3758,1119,5113,1404,1262,1483
2022-04-30,Selangor,Kajang Prison,3859,3599,260,1827,1566,466,2130,584,526,619
2022-04-30,Selangor,Kajang Women's Prison,2317,0,2317,1097,940,280,1279,351,315,372
2022-04-30,Sarawak,Puncak Borneo Prison,1697,1582,115,803,688,206,936,257,231,273
2022-04-30,Sarawak,Sibu Prison,2316,2160,156,1096,939,281,1278,351,315,372
2022-04-30,Sarawak,Miri Prison,1242,1158,84,588,504,150,685,188,169,200
2022-04-30,Sarawak,Bintulu Prison,1600,1492,108,757,649,194,883,242,218,257
2022-04-30,Sarawak,Sri Aman Prison,1322,1233,89,625,536,161,729,200,180,213
2022-04-30,Sarawak,Limbang Prison,1748,1630,118,827,709,212,965,264,238,281
2022-04-30,Johor,Simpang Renggam Prison,4244,3958,286,2009,1722,513,2343,643,578,680
2022-04-30,Johor,Kluang Prison,4578,4269,309,2167,1857,554,2527,693,624,734
2022-04-30,Sabah,Kota Kinabalu Prison,1637,1526,111,775,664,198,903,248,223,263
2022-04-30,Sabah,Kota Kinabalu Women's Prison,1925,0,1925,911,781,233,1062,291,262,310
2022-04-30,Sabah,Tawau Prison,954,889,65,451,387,116,526,144,130,154
2022-04-30,Sabah,Sandakan Prison,2100,1958,142,994,852,254,1159,318,286,337
2022-04-30,Perak,Taiping Prison,2205,2056,149,1044,894,267,1217,334,300,354
2022-04-30,Perak,Tapah Prison,1543,1439,104,730,626,187,851,233,210,249
2022-04-30,Perak,Kamunting Detention Centre,663,618,45,313,269,81,366,100,90,107
2022-04-30,Kedah,Pokok Sena Prison,942,878,64,446,382,114,520,142,128,152
2022-04-30,Kedah,Sungai Petani Prison,1196,1115,81,566,485,145,660,181,163,192
2022-04-30,Kedah,Alor Star Prison,1170,1091,79,554,474,142,645,177,159,189
2022-04-30,Pahang,Bentong Prison,1330,1240,90,629,539,162,734,201,181,214
2022-04-30,Pahang,Penor Prison,1426,1330,96,675,578,173,787,216,194,229
2022-04-30,Penang,Penang Prison,813,758,55,384,329,100,448,123,110,132
2022-04-30,Penang,Seberang Prai Prison,841,784,57,398,341,102,464,127,114,136
2022-04-30,Melaka,Ayer Keroh Prison,428,399,29,202,173,53,236,64,58,70
2022-04-30,Melaka,Sungai Udang Prison,422,393,29,199,171,52,232,63,57,70
2022-04-30,Melaka,Banda Hilir Prison,252,235,17,119,102,31,139,38,34,41
2022-04-30,Negeri Sembilan,Seremban Prison,446,415,31,211,181,54,246,67,60,73
2022-04-30,Negeri Sembilan,Jelebu Prison,381,355,26,180,154,47,210,57,51,63
2022-04-30,Kelantan,Pengkalan Chepa Prison,275,256,19,130,111,34,151,41,37,46
2022-04-30,Terengganu,Marang Prison,275,256,19,130,111,34,151,41,37,46
2022-05-31,Selangor,Sungai Buloh Prison,9262,8595,667,4459,3811,992,5390,1458,1557,857
2022-05-31,Selangor,Kajang Prison,3859,3581,278,1857,1587,415,2246,607,648,358
2022-05-31,Selangor,Kajang Women's Prison,2317,0,2317,1115,953,249,1348,364,389,216
2022-05-31,Sarawak,Puncak Borneo Prison,1596,1481,115,768,656,172,928,251,268,149
2022-05-31,Sarawak,Sibu Prison,2402,2229,173,1156,988,258,1398,378,403,223
2022-05-31,Sarawak,Miri Prison,1372,1273,99,660,564,148,798,216,230,128
2022-05-31,Sarawak,Bintulu Prison,1643,1524,119,791,676,176,956,258,276,153
2022-05-31,Sarawak,Sri Aman Prison,984,913,71,473,404,107,572,154,165,93
2022-05-31,Sarawak,Limbang Prison,1927,1788,139,927,792,208,1121,303,324,179
2022-05-31,Johor,Simpang Renggam Prison,4251,3945,306,2046,1749,456,2474,669,714,394
2022-05-31,Johor,Kluang Prison,4571,4241,330,2200,1880,491,2660,719,768,424
2022-05-31,Sabah,Kota Kinabalu Prison,1898,1761,137,913,780,205,1104,298,319,177
2022-05-31,Sabah,Kota Kinabalu Women's Prison,1410,0,1410,678,580,152,820,222,237,131
2022-05-31,Sabah,Tawau Prison,1743,1617,126,839,717,187,1014,274,293,162
2022-05-31,Sabah,Sandakan Prison,1565,1452,113,753,643,169,910,246,263,146
2022-05-31,Perak,Taiping Prison,2205,2046,159,1061,907,237,1283,347,370,205
2022-05-31,Perak,Tapah Prison,1543,1431,112,742,634,167,898,242,259,144
2022-05-31,Perak,Kamunting Detention Centre,663,615,48,319,272,72,385,104,111,63
2022-05-31,Kedah,Pokok Sena Prison,1044,968,76,502,429,113,607,164,175,98
2022-05-31,Kedah,Sungai Petani Prison,1082,1004,78,520,445,117,629,170,181,102
2022-05-31,Kedah,Alor Star Prison,1182,1096,86,569,486,127,687,186,198,111
2022-05-31,Pahang,Bentong Prison,1345,1248,97,647,553,145,782,211,226,126
2022-05-31,Pahang,Penor Prison,1411,1309,102,679,580,152,821,222,237,131
2022-05-31,Penang,Penang Prison,756,701,55,363,311,82,440,119,127,70
2022-05-31,Penang,Seberang Prai Prison,898,833,65,432,369,97,522,141,150,85
2022-05-31,Melaka,Ayer Keroh Prison,328,304,24,157,134,37,190,51,55,32
2022-05-31,Melaka,Sungai Udang Prison,399,370,29,192,164,43,232,62,67,38
2022-05-31,Melaka,Banda Hilir Prison,375,348,27,180,154,41,218,59,63,35
2022-05-31,Negeri Sembilan,Seremban Prison,436,404,32,209,179,48,253,68,73,42
2022-05-31,Negeri Sembilan,Jelebu Prison,391,362,29,188,160,43,227,61,65,38
2022-05-31,Kelantan,Pengkalan Chepa Prison,275,255,20,132,113,30,160,43,46,26
2022-05-31,Terengganu,Marang Prison,275,255,20,132,113,30,160,43,46,26
2022-06-30,Selangor,Sungai Buloh Prison,9130,8597,533,4187,3711,1232,5356,1286,1246,1242
2022-06-30,Selangor,Kajang Prison,3804,3582,222,1744,1546,514,2231,536,519,518
2022-06-30,Selangor,Kajang Women's Prison,2284,0,2284,1047,928,309,1340,321,311,312
2022-06-30,Sarawak,Puncak Borneo Prison,2046,1926,120,938,831,277,1200,288,279,279
2022-06-30,Sarawak,Sibu Prison,1232,1160,72,565,500,167,722,173,168,169
2022-06-30,Sarawak,Miri Prison,2437,2294,143,1117,990,330,1429,343,332,333
2022-06-30,Sarawak,Bintulu Prison,1224,1152,72,561,497,166,718,172,167,167
2022-06-30,Sarawak,Sri Aman Prison,1872,1762,110,858,761,253,1098,263,255,256
2022-06-30,Sarawak,Limbang Prison,972,915,57,445,395,132,570,136,132,134
2022-06-30,Johor,Simpang Renggam Prison,4527,4263,264,2076,1840,611,2656,638,618,615
2022-06-30,Johor,Kluang Prison,4169,3926,243,1912,1694,563,2446,587,569,567
2022-06-30,Sabah,Kota Kinabalu Prison,2523,2375,148,1157,1025,341,1480,355,344,344
2022-06-30,Sabah,Kota Kinabalu Women's Prison,1353,0,1353,620,550,183,793,190,184,186
2022-06-30,Sabah,Tawau Prison,1314,1237,77,602,534,178,770,185,179,180
2022-06-30,Sabah,Sandakan Prison,1332,1254,78,610,541,181,781,187,181,183
